catid,xcat,lcat,mcat,scat
50000309,화장품/미용,헤어스타일링,헤어젤,
50000310,화장품/미용,헤어스타일링,헤어글레이즈,
50000311,화장품/미용,헤어스타일링,염색약,
50001372,화장품/미용,헤어스타일링,파마약,
50004378,화장품/미용,헤어스타일링,파마약,스트레이트
50004585,화장품/미용,헤어스타일링,파마약,웨이브
50000202,화장품/미용,남성화장품,,
50000321,화장품/미용,남성화장품,스킨,
50000322,화장품/미용,남성화장품,로션,
50000323,화장품/미용,남성화장품,에센스,
50000324,화장품/미용,남성화장품,크림,
50000325,화장품/미용,남성화장품,아이케어,
50000326,화장품/미용,남성화장품,올인원,
50000327,화장품/미용,남성화장품,선크림,
50000328,화장품/미용,남성화장품,클렌징,
50000329,화장품/미용,남성화장품,스크럽/필링,
50000330,화장품/미용,남성화장품,마스크/팩,
50000331,화장품/미용,남성화장품,메이크업,
50000332,화장품/미용,남성화장품,쉐이빙폼,
50000333,화장품/미용,남성화장품,남성청결제,
50000334,화장품/미용,남성화장품,남성화장품세트,
50000003,디지털/가전,,,
50000204,디지털/가전,휴대폰,,
50000246,디지털/가전,휴대폰,SKT,
50000247,디지털/가전,휴대폰,KT,
50000248,디지털/가전,휴대폰,LG U+,
50000249,디지털/가전,휴대폰,공기계/중고폰,
50001519,디지털/가전,휴대폰,자급제폰,
50000250,디지털/가전,휴대폰,해외출시폰,
50000251,디지털/가전,휴대폰,MVNO,
50001520,디지털/가전,휴대폰,선불폰,
50000205,디지털/가전,휴대폰 액세서리,,
50001377,디지털/가전,휴대폰 액세서리,휴대폰 케이스,
50004590,디지털/가전,휴대폰 액세서리,휴대폰 케이스,가죽케이스
50004591,디지털/가전,휴대폰 액세서리,휴대폰 케이스,실리콘케이스
50004592,디지털/가전,휴대폰 액세서리,휴대폰 케이스,플라스틱케이스
50004593,디지털/가전,휴대폰 액세서리,휴대폰 케이스,메탈케이스
50006839,디지털/가전,휴대폰 액세서리,휴대폰 케이스,암밴드
50004594,디지털/가전,휴대폰 액세서리,휴대폰 케이스,기타케이스
50001378,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,
50004595,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,액정보호필름
50004596,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,전신보호필름
50004597,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,휴대폰스킨
50004598,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,홈버튼스티커
50004599,디지털/가전,휴대폰 액세서리,휴대폰 보호필름,액정코팅제
50001379,디지털/가전,휴대폰 액세서리,휴대폰 충전기,
50004600,디지털/가전,휴대폰 액세서리,휴대폰 충전기,충전기
50004601,디지털/가전,휴대폰 액세서리,휴대폰 충전기,크래들
50001380,디지털/가전,휴대폰 액세서리,휴대폰 배터리,
50004602,디지털/가전,휴대폰 액세서리,휴대폰 배터리,전용배터리
50004603,디지털/가전,휴대폰 액세서리,휴대폰 배터리,보조배터리
50000252,디지털/가전,휴대폰 액세서리,휴대폰 케이블,
50000253,디지털/가전,휴대폰 액세서리,휴대폰 젠더,
50000254,디지털/가전,휴대폰 액세서리,휴대폰 렌즈,
50000255,디지털/가전,휴대폰 액세서리,휴대폰 거치대,
50006369,디지털/가전,휴대폰 액세서리,짐벌,
50006370,디지털/가전,휴대폰 액세서리,셀카봉,
50000256,디지털/가전,휴대폰 액세서리,휴대폰 줄,
50000257,디지털/가전,휴대폰 액세서리,휴대폰 이어캡,
50000259,디지털/가전,휴대폰 액세서리,핸드셋,
50000261,디지털/가전,휴대폰 액세서리,휴대폰 DMB 수신기,
50000262,디지털/가전,휴대폰 액세서리,웨어러블 디바이스,
50006371,디지털/가전,휴대폰 액세서리,웨어러블 디바이스 액세서리,
50000263,디지털/가전,휴대폰 액세서리,휴대폰 쿨링패드,
50000264,디지털/가전,휴대폰 액세서리,기타 휴대폰 액세서리,
50005107,디지털/가전,휴대폰 액세서리,휴대폰 메모리,
50005108,디지털/가전,휴대폰 액세서리,메모리 리더기,
50000206,디지털/가전,카메라/캠코더용품,,
50000265,디지털/가전,카메라/캠코더용품,DSLR카메라,
50000266,디지털/가전,카메라/캠코더용품,미러리스디카,
50000267,디지털/가전,카메라/캠코더용품,일반디카,
50000268,디지털/가전,카메라/캠코더용품,캠코더,
50001381,디지털/가전,카메라/캠코더용품,카메라렌즈,
50004604,디지털/가전,카메라/캠코더용품,카메라렌즈,표준렌즈
50004605,디지털/가전,카메라/캠코더용품,카메라렌즈,광각렌즈
50004606,디지털/가전,카메라/캠코더용품,카메라렌즈,망원렌즈
50004607,디지털/가전,카메라/캠코더용품,카메라렌즈,어안렌즈
50004608,디지털/가전,카메라/캠코더용품,카메라렌즈,컨버젼렌즈
50001382,디지털/가전,카메라/캠코더용품,렌즈용품,
50004609,디지털/가전,카메라/캠코더용품,렌즈용품,렌즈필터
50004610,디지털/가전,카메라/캠코더용품,렌즈용품,렌즈어댑터
50004611,디지털/가전,카메라/캠코더용품,렌즈용품,렌즈캡
50004612,디지털/가전,카메라/캠코더용품,렌즈용품,렌즈후드
50004613,디지털/가전,카메라/캠코더용품,렌즈용품,텔레컨버터
50004614,디지털/가전,카메라/캠코더용품,렌즈용품,렌즈/필터케이스
50004615,디지털/가전,카메라/캠코더용품,렌즈용품,핀홀/기타렌즈용품
50001383,디지털/가전,카메라/캠코더용품,즉석카메라,
50004616,디지털/가전,카메라/캠코더용품,즉석카메라,즉석카메라
50004617,디지털/가전,카메라/캠코더용품,즉석카메라,즉석필름
50004618,디지털/가전,카메라/캠코더용품,즉석카메라,즉석카메라액세서리
50005111,디지털/가전,카메라/캠코더용품,즉석카메라,폴라로이드앨범
50005112,디지털/가전,카메라/캠코더용품,즉석카메라,데코펜
50005113,디지털/가전,카메라/캠코더용품,즉석카메라,데코스티커
50001384,디지털/가전,카메라/캠코더용품,필름카메라,
50004619,디지털/가전,카메라/캠코더용품,필름카메라,SLR카메라
50004620,디지털/가전,카메라/캠코더용품,필름카메라,자동카메라
50004621,디지털/가전,카메라/캠코더용품,필름카메라,로모카메라
50004622,디지털/가전,카메라/캠코더용품,필름카메라,토이카메라
50004623,디지털/가전,카메라/캠코더용품,필름카메라,일회용카메라
50001385,디지털/가전,카메라/캠코더용품,메모리카드,
50004624,디지털/가전,카메라/캠코더용품,메모리카드,MicroSD메모리
50004625,디지털/가전,카메라/캠코더용품,메모리카드,SD메모리
50004626,디지털/가전,카메라/캠코더용품,메모리카드,CF메모리
50004627,디지털/가전,카메라/캠코더용품,메모리카드,메모리스틱
50004628,디지털/가전,카메라/캠코더용품,메모리카드,XQD메모리
50004629,디지털/가전,카메라/캠코더용품,메모리카드,기타메모리
50001386,디지털/가전,카메라/캠코더용품,카드리더기,
50004630,디지털/가전,카메라/캠코더용품,카드리더기,멀티리더기
50004631,디지털/가전,카메라/캠코더용품,카드리더기,전용리더기
50004632,디지털/가전,카메라/캠코더용품,카드리더기,메모리어댑터
50001387,디지털/가전,카메라/캠코더용품,카메라가방/케이스,
50004633,디지털/가전,카메라/캠코더용품,카메라가방/케이스,전용케이스
50004634,디지털/가전,카메라/캠코더용품,카메라가방/케이스,일반형가방
50004635,디지털/가전,카메라/캠코더용품,카메라가방/케이스,배낭형케이스
50004636,디지털/가전,카메라/캠코더용품,카메라가방/케이스,방수케이스
50004637,디지털/가전,카메라/캠코더용품,카메라가방/케이스,기타카메라가방/케이스
50004638,디지털/가전,카메라/캠코더용품,카메라가방/케이스,가방용품
50001388,디지털/가전,카메라/캠코더용품,카메라스트랩/그립,
50004639,디지털/가전,카메라/캠코더용품,카메라스트랩/그립,넥스트랩
50004640,디지털/가전,카메라/캠코더용품,카메라스트랩/그립,핸드그립
50002073,디지털/가전,카메라/캠코더용품,카메라스트랩/그립,핸드스트랩
50001389,디지털/가전,카메라/캠코더용품,삼각대/헤드,
50002074,디지털/가전,카메라/캠코더용품,삼각대/헤드,삼각대
50002075,디지털/가전,카메라/캠코더용품,삼각대/헤드,모노포드
50002076,디지털/가전,카메라/캠코더용품,삼각대/헤드,헤드
50002077,디지털/가전,카메라/캠코더용품,삼각대/헤드,플레이트/퀵슈
50002078,디지털/가전,카메라/캠코더용품,삼각대/헤드,삼각대가방/스트랩
50002079,디지털/가전,카메라/캠코더용품,삼각대/헤드,삼각대액세서리
50001390,디지털/가전,카메라/캠코더용품,플래시/조명용품,
50002080,디지털/가전,카메라/캠코더용품,플래시/조명용품,플래시
50002081,디지털/가전,카메라/캠코더용품,플래시/조명용품,라이트
50002082,디지털/가전,카메라/캠코더용품,플래시/조명용품,조명/노출용품
50001391,디지털/가전,카메라/캠코더용품,충전기/배터리,
50002083,디지털/가전,카메라/캠코더용품,충전기/배터리,전용정품충전기
50002084,디지털/가전,카메라/캠코더용품,충전기/배터리,전용호환충전기
50002085,디지털/가전,카메라/캠코더용품,충전기/배터리,전용정품배터리
50002086,디지털/가전,카메라/캠코더용품,충전기/배터리,전용호환배터리
50002087,디지털/가전,카메라/캠코더용품,충전기/배터리,배터리그립
50002088,디지털/가전,카메라/캠코더용품,충전기/배터리,범용충전기
50002089,디지털/가전,카메라/캠코더용품,충전기/배터리,범용충전지
50005114,디지털/가전,카메라/캠코더용품,충전기/배터리,일회용건전지
50001392,디지털/가전,카메라/캠코더용품,LCD용품/보호필름,
50002090,디지털/가전,카메라/캠코더용품,LCD용품/보호필름,LCD보호필름
50002091,디지털/가전,카메라/캠코더용품,LCD용품/보호필름,LCD보호커버
50002092,디지털/가전,카메라/캠코더용품,LCD용품/보호필름,LCD후드
50002093,디지털/가전,카메라/캠코더용품,LCD용품/보호필름,외부보호필름/스티커
50001393,디지털/가전,카메라/캠코더용품,필름/관련용품,
50002094,디지털/가전,카메라/캠코더용품,필름/관련용품,35mm필름
50002095,디지털/가전,카메라/캠코더용품,필름/관련용품,중형필름
50002096,디지털/가전,카메라/캠코더용품,필름/관련용품,암실/현상용품
50002097,디지털/가전,카메라/캠코더용품,필름/관련용품,기타필름/관련용품
50001394,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,
50002098,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,리모컨/릴리즈
50002099,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,수평계
50002100,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,촬영보조용품
50002101,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,GPS/무선송수신
50002102,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,카메라/캠코더용마이크
50002103,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,아이피스
50002104,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,파인더
50002105,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,포커싱스크린
50002106,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,핫슈커버
50002107,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,라이트박스
50002108,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,루페
50002109,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,소프트버튼
50002110,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,카메라제습용품
50002111,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,카메라보관함
50002112,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,청소용품
50002113,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,기타카메라/캠코더용품
